ID,abc_sum_tonne_km2_2010,ID,bgc_sum_tonne_km2_2010,ID,abc_sum_tonne_km2_2050,ID,bgc_sum_tonne_km2_2050,ID,soc_sum,Name,abc_sum_tonne_km2_difference_annual,bgc_sum_tonne_km2_difference_annual
794,3966.33251953125,794,1537.96569824219,794,0,794,0,794,5892.13916015625,Mangroove,99.1583129882813,38.4491424560547
795,38016.9418945312,795,19829.8243408203,795,0,795,0,795,29907.2075195312,Mangroove,950.423547363281,495.745608520508
796,0,796,0,796,0,796,0,796,10653.95703125,Mangroove,0,0
797,0,797,0,797,0,797,0,797,0,Mangrove,0,0
798,12528.1904296875,798,5156.00598144531,798,0,798,0,798,18065.0004882812,Mangrove,313.204760742187,128.900149536133
799,3456.35278320312,799,1311.03039550781,799,0,799,0,799,31733.255859375,Mangrove,86.4088195800781,32.7757598876953
800,8242.2861328125,800,3102.43334960938,800,0,800,0,800,5328.115234375,Mangrove,206.057153320312,77.5608337402344
801,8242.2861328125,801,3102.43334960938,801,0,801,0,801,5328.115234375,Mangrove,206.057153320312,77.5608337402344
802,0,802,0,802,0,802,0,802,0,Mangrove,0,0
803,118413.765136719,803,49767.6343994141,803,0,803,0,803,119140.819824219,Mangrove,2960.34412841797,1244.19085998535
804,15657.3981933594,804,9492.29797363281,804,0,804,0,804,29285.6518554688,Mangrove,391.434954833984,237.30744934082
805,0,805,0,805,0,805,0,805,0,Mangrove,0,0
806,12924.5949707031,806,7419.6748046875,806,0,806,0,806,17455.2822265625,Mangrove,323.114874267578,185.491870117187
807,16146.69140625,807,8220.13427734375,807,0,807,0,807,21585.13671875,Mangrove,403.66728515625,205.503356933594
808,10909.2900390625,808,4166.74267578125,808,0,808,0,808,4714.8916015625,Mangrove,272.732250976563,104.168566894531
809,0,809,0,809,0,809,0,809,0,Mangrove,0,0
810,29505.9418945312,810,17432.3071289062,810,0,810,0,810,18843.7021484375,Mangrove,737.648547363281,435.807678222656
811,0,811,0,811,0,811,0,811,0,Mangrove,0,0
812,7769.18121337891,812,2989.89221191406,812,0,812,0,812,27722.0102539062,Mangrove,194.229530334473,74.7473052978516
813,78988.3366699219,813,37704.9524536133,813,0,813,0,813,89652.6352539062,Mangrove,1974.70841674805,942.623811340332
814,8658.0263671875,814,5429.60949707031,814,0,814,0,814,9776.751953125,Mangrove,216.450659179688,135.740237426758
815,27020.6911621094,815,15565.3181152344,815,0,815,0,815,22129.7119140625,Mangrove,675.517279052734,389.132952880859
816,0,816,0,816,0,816,0,816,0,Mangrove,0,0
817,0,817,0,817,0,817,0,817,0,Mangrove,0,0
818,167177.244018555,818,88919.674987793,818,0,818,0,818,262137.381835938,Mangrove,4179.43110046387,2222.99187469482
819,3328.021484375,819,2282.07177734375,819,0,819,0,819,9199.228515625,Mangrove,83.200537109375,57.0517944335937
820,153784.160644531,820,56781.8188476562,820,0,820,0,820,253056.1875,Mangrove,3844.60401611328,1419.54547119141
821,114794.553710938,821,49527.9593505859,821,0,821,0,821,70570.3911132812,Mangrove,2869.86384277344,1238.19898376465
822,4157.35205078125,822,1720.28369140625,822,0,822,0,822,9020.873046875,Mangrove,103.933801269531,43.0070922851562
823,3270.79931640625,823,2358.01806640625,823,0,823,0,823,4374.865234375,Mangrove,81.7699829101562,58.9504516601562
824,11353.34765625,824,3784.44897460938,824,0,824,0,824,5737.90869140625,Mangrove,283.83369140625,94.6112243652344
825,362405.483886719,825,153978.933105469,825,0,825,0,825,422403.294921875,Mangrove,9060.13709716797,3849.47332763672
826,0,826,0,826,0,826,0,826,0,Mangrove,0,0
827,0,827,0,827,0,827,0,827,0,Mangrove,0,0
828,17222.0830078125,828,10819.8217773438,828,0,828,0,828,11552.8168945312,Mangrove,430.552075195313,270.495544433594
829,157694.783935547,829,64258.8494873047,829,0,829,0,829,144230.049804688,Mangrove,3942.36959838867,1606.47123718262
830,0,830,0,830,0,830,0,830,0,Mangrove,0,0
831,8242.2861328125,831,3102.43334960938,831,0,831,0,831,5328.115234375,Mangrove,206.057153320312,77.5608337402344
832,208881.526855469,832,76241.1320800781,832,0,832,0,832,266341.945800781,Mangrove,5222.03817138672,1906.02830200195
833,114538.418945312,833,53608.8807373047,833,0,833,0,833,227878.130859375,Mangrove,2863.46047363281,1340.22201843262
834,40415.6103515625,834,30027.2993164062,834,0,834,0,834,25747.353515625,Mangrove,1010.39025878906,750.682482910156
835,49976.7758789062,835,30266.1284179688,835,0,835,0,835,32895.3603515625,Mangrove,1249.41939697266,756.653210449219
836,0,836,0,836,0,836,0,836,0,Mangrove,0,0
837,30134.0263671875,837,24496.0478515625,837,0,837,0,837,14972.55078125,Mangrove,753.350659179687,612.401196289062
838,0,838,0,838,0,838,0,838,0,Mangrove,0,0
839,0,839,0,839,0,839,0,839,0,Mangrove,0,0
840,13772.0209960938,840,9204.76953125,840,0,840,0,840,13275.4384765625,Mangrove,344.300524902344,230.11923828125
841,103646.059326172,841,41340.0112304688,841,0,841,0,841,113871.833496094,Mangrove,2591.1514831543,1033.50028076172
842,14625.1600341797,842,9274.27355957031,842,0,842,0,842,26262.3823242188,Mangrove,365.629000854492,231.856838989258
843,0,843,0,843,0,843,0,843,7843.8271484375,Mangrove,0,0
844,13451.0661621094,844,4839.53735351562,844,0,844,0,844,18769.84375,Mangrove,336.276654052734,120.988433837891
845,31564.7154541016,845,11940.1006469727,845,0,845,0,845,38353.1162109375,Mangrove,789.117886352539,298.502516174316
846,45890.1015625,846,18957.8774414062,846,0,846,0,846,20477.2514648438,Mangrove,1147.2525390625,473.946936035156
847,133272.722900391,847,48837.9884643555,847,0,847,0,847,159249.655273438,Mangrove,3331.81807250977,1220.94971160889
848,4842.716796875,848,5576.46166992188,848,0,848,0,848,9837.9345703125,Mangrove,121.067919921875,139.411541748047
849,7352.58349609375,849,12486.7158203125,849,0,849,0,849,5438.20751953125,Mangrove,183.814587402344,312.167895507812
850,0,850,0,850,0,850,0,850,0,Mangrove,0,0
851,55811.5051269531,851,28855.5427246094,851,0,851,0,851,41025.4870605469,Mangrove No.20,1395.28762817383,721.388568115234
852,50365.4089355469,852,26491.1107177734,852,0,852,0,852,117514.185546875,Mangroves (Mikindani),1259.13522338867,662.277767944336
853,93725.3208007812,853,64356.5541992188,853,0,853,0,853,33502.9807128906,Mangroves along Mbezi,2343.13302001953,1608.91385498047
854,284365.937072754,854,309877.380371094,854,0,854,0,854,189264.925537109,Mangroves-Bagamoyo,7109.14842681885,7746.93450927734
855,3147325.00419617,855,2362249.86149597,855,0,855,0,855,2023506.49121094,Mangroves-Kilwa,78683.1251049042,59056.2465373993
856,24549.0393066406,856,38032.4334716797,856,0,856,0,856,13502.755859375,Mangroves-Kisarawe,613.725982666016,950.810836791992
857,42367103.8742065,857,48624913.6599274,857,5336589.15461302,857,5755770.52208471,857,12226305.7004395,Manjolo,925762.867989838,1071728.57844607
858,30543.7924804688,858,31844.98828125,858,0,858,0,858,15935.298828125,Manka,763.594812011719,796.12470703125
859,13981.62890625,859,4247.58361816406,859,13120.0052976608,859,3985.82446289062,859,8012.76611328125,Manongho Hill,21.5405902147293,6.54397888183594
860,90516792.8969727,860,69913922.8215332,860,86283980.1991999,860,66664329.8032227,860,13732146.2399902,Manovo-Gounda-Saint Floris,105820.317444319,81239.8254577637
861,90516792.8969727,861,69913922.8215332,861,86283980.1991999,861,66664329.8032227,861,13732146.2399902,Manovo-Gounda-Saint Floris,105820.317444319,81239.8254577637
862,208416765.057129,862,124242120.456543,862,196710758.867127,862,116751174.751099,862,30493417.6887207,Manovo-Gounda-Saint Floris,292650.154750055,187273.642636108
863,208416765.057129,863,124242120.456543,863,196710758.867127,863,116751174.751099,863,30493417.6887207,Manovo-Gounda-Saint Floris,292650.154750055,187273.642636108
864,63698175.4863281,864,30743654.0219727,864,13104928.2281637,864,7366534.37036133,864,7076216.45556641,Mansa,1264831.18145411,584427.991290283
865,1974163.82373047,865,4414339.68408203,865,0,865,0,865,1057429.23364258,Manyeleti,49354.0955932617,110358.492102051
866,473742.8203125,866,301231.51171875,866,0,866,0,866,150040.110351562,Manyuseni,11843.5705078125,7530.78779296875
867,7893636.45239258,867,7947187.70556641,867,0,867,0,867,3145975.04516602,Maose-Xini,197340.911309814,198679.69263916
868,802615.2734375,868,401089.533203125,868,346357.459896803,868,173607.643310547,868,162835.352050781,Maposeni,11406.4453385174,5687.04724731445
869,302736.217376709,869,132563.751667023,869,373588.048928976,869,167619.873245239,869,1171941.98632812,Mara North,-1771.29578880668,-876.403039455414
870,5855228.70507812,870,10056975.0673828,870,1913998.23532701,870,3313739.54260254,870,1892788.62597656,Marakele,98530.761743778,168580.888119507
871,838008.723144531,871,459971.271972656,871,470100.628781319,871,262181.306762695,871,404958.083007812,Maralai,9197.70235908031,4944.74913024902
872,29794.6689453125,872,11742.6049804688,872,4944.60386037827,872,1906.6555480957,872,8344.67260742188,Maramani,621.251627123356,245.898735809326
873,11229335.5458984,873,6604366.78222656,873,0,873,0,873,1800540.04516602,Marangira,280733.388647461,165109.169555664
874,8675.87329101562,874,6373.01782226562,874,0,874,0,874,8242.96875,Marenda,216.896832275391,159.325445556641
875,0,875,0,875,0,875,0,875,0,Marienfluss,0,0
876,19814348.9040527,876,27349574.7713623,876,0,876,0,876,9118787.96679688,Marromeu,495358.722601318,683739.369284058
877,99984285.5244141,877,104515294.986572,877,0,877,0,877,20110671.1860352,Marrupa,2499607.13811035,2612882.37466431
878,3020737.046875,878,1047876.66772461,878,874025.183552504,878,306616.499633789,878,886653.1953125,Marsabit,53667.7965830624,18531.5042022705
879,7029200.32714844,879,5897998.59863281,879,6426219.76020336,879,6453635.59333801,879,2528809.04272461,Martin,15074.5141736269,-13890.92486763
880,13027.8369140625,880,3714.076171875,880,1106.29470348358,880,315.391021728516,880,7558.07421875,Marula,298.038555264473,84.9671287536621
881,881375.224609375,881,260193.22265625,881,0,881,0,881,102951.466796875,Masagati,22034.3806152344,6504.83056640625
882,19304336.1568604,882,19758018.9606934,882,0,882,0,882,8030428.00976562,Masai E,482608.403921509,493950.474017334
883,3662516.22843933,883,2701183.46084976,883,1815838.99393082,883,1905029.73829269,883,8123530.09521484,Masai Mara,46166.9308627129,19903.8430639267
884,198522.262207031,884,68852.6372680664,884,63855.0048470497,884,22594.3719482422,884,214995.412597656,Masai Moran,3366.68143399954,1156.45663299561
885,85089323.4745789,885,115391128.548904,885,0,885,0,885,24703290.7370605,Masai S,2127233.08686447,2884778.21372261
886,4826222.68438721,886,4191465.78222656,886,0,886,0,886,1749287.45800781,Masai W,120655.56710968,104786.644555664
887,2447525.39086914,887,2168468.7388916,887,870525.275635719,887,771975.408325195,887,1121135.73217773,Masanga,39425.0028808355,34912.3332641602
888,554340.012695312,888,428210.678222656,888,0,888,0,888,198286.617431641,Masanganya,13858.5003173828,10705.2669555664
889,1494923.20678711,889,2088146.31835938,889,161150.740617514,889,219286.2697258,889,935190.524169922,Mashi,33344.3116542399,46721.5012158394
890,1494923.20678711,890,2088146.31835938,890,161150.740617514,890,219286.2697258,890,935190.524169922,Mashi,33344.3116542399,46721.5012158394
891,1494923.20678711,891,2088146.31835938,891,161150.740617514,891,219286.2697258,891,935190.524169922,Mashi,33344.3116542399,46721.5012158394
892,347327.441894531,892,493715.690185547,892,75386.3986313343,892,100789.771362305,892,265731.425292969,Mashi,6798.52608157992,9823.14797058105
893,347327.441894531,893,493715.690185547,893,75386.3986313343,893,100789.771362305,893,265731.425292969,Mashi,6798.52608157992,9823.14797058105
894,347327.441894531,894,493715.690185547,894,75386.3986313343,894,100789.771362305,894,265731.425292969,Mashi,6798.52608157992,9823.14797058105
895,612897.695068359,895,827680.464599609,895,75499.7661888599,895,99629.5005645752,895,405857.19140625,Mashi,13434.9482219875,18201.2741008759
896,612897.695068359,896,827680.464599609,896,75499.7661888599,896,99629.5005645752,896,405857.19140625,Mashi,13434.9482219875,18201.2741008759
897,612897.695068359,897,827680.464599609,897,75499.7661888599,897,99629.5005645752,897,405857.19140625,Mashi,13434.9482219875,18201.2741008759
898,639447.134521484,898,814945.454833984,898,89481.0830593109,898,112973.861419678,898,462627.684326172,Masida,13749.1512865543,17549.2898353577
899,132711.041015625,899,43340.455078125,899,0,899,0,899,35087.0473632812,Masingini Catchment Forest,3317.77602539062,1083.51137695312
900,2014628.18505859,900,1178888.3215332,900,1041167.88349152,900,596379.449279785,900,572183.730957031,Masiyandima,24336.5075391769,14562.7218063354
901,171125.158203125,901,44489.126953125,901,133690.222835541,901,34756.7895507812,901,36975.587890625,Masukulu,935.873384189606,243.308435058594
902,26380447.8117676,902,35299118.8640442,902,22693971.7962861,902,28349786.7166367,902,16690974.7880859,Maswa (Merged),92161.9003870368,173733.303685188
903,16156668.5605469,903,18223708.7402344,903,17800992.5749063,903,20529276.4987793,903,7252901.49414062,Maswa Kimali,-41108.1003589869,-57639.193963623
904,4826475.58752441,904,7555618.78222656,904,3424777.0996213,904,5190871.17926025,904,4358282.27392578,Maswa Mbono,35042.462197578,59118.6900741577
905,5397303.66369629,905,9519791.34158325,905,1468202.12175846,905,2629639.03859711,905,5079791.02001953,Maswa N,98227.5385484457,172253.807574654
906,9003094.02441406,906,6890446.27929688,906,0,906,0,906,1583117.02880859,Matapwa,225077.350610352,172261.156982422
907,31257.453125,907,23783.212890625,907,32502.5666952133,907,24566.2001953125,907,18564.5498046875,Matembwe,-31.1278392553329,-19.5746826171875
908,12559907.0535278,908,22175897.265625,908,1511490.85053205,908,2541660.45375061,908,6056461.04614258,Matetsi,276210.405074894,490855.92029686
909,2591885.55957031,909,1328420.74462891,909,0,909,0,909,517433.524414062,Matogoro East,64797.1389892578,33210.5186157227
910,278847.309570312,910,251289.628417969,910,0,910,0,910,64185.9799804688,Matogoro West,6971.18273925781,6282.24071044922
911,18940022.5512695,911,19673935.5991211,911,5343105.10013103,911,5918690.71105957,911,5884928.08349609,Matthews Range,339922.936278462,343881.122201538
912,14235394.065918,912,18703902.2126465,912,3141074.60778356,912,4833088.77452087,912,5580156.28417969,Matusadona,277357.98645336,346770.33595314
913,71751.0078125,913,25033.521484375,913,47730.7938456535,913,16653.0043945312,913,23304.10546875,Mayefiya,600.505349171162,209.512927246094
914,12854059.7976074,914,9487970.82617188,914,11958554.7986031,914,8791901.34832764,914,3120944.90039062,Mayo Alim (Coba),22387.6249751091,17401.736946106
915,2627049.10375977,915,2758723.16052246,915,1056779.77254987,915,1153428.21737671,915,1699332.6640625,Mayo-Bidjou,39256.7332802474,40132.3735786438
916,17582851.1237793,916,13557618.6027832,916,8095857.22764134,916,6609379.26235199,916,4111435.73730469,Mayo-Duele,237174.847403449,173705.98351078
917,16560571.6220703,917,12544077.675293,917,15518686.4351928,917,11708283.4663086,917,3609148.66821289,Mayo-Oldiri-Nord,26047.1296719372,20894.8552246094
918,19699241.9306641,918,13029142.1572266,918,13822865.1412368,918,9269088.1940918,918,4236994.68823242,Mayo-Oldiri-Sud,146909.419735682,94001.3490783691
919,439288.641967773,919,561072.690673828,919,34750.5708634853,919,49449.4350242615,919,287102.971679688,Mayuni,10113.4517776072,12790.5813912392
920,24692910.6147461,920,15808738.4060059,920,0,920,0,920,4049240.88842773,MB1,617322.765368652,395218.460150147
921,30900617.7373047,921,16875724.3798828,921,0,921,0,921,4452200.83959961,MB1,772515.443432617,421893.10949707
922,22187932.1889648,922,13853337.723999,922,0,922,0,922,4304558.82836914,MB2,554698.304724121,346333.443099976
923,26077010.270752,923,15310829.4737549,923,0,923,0,923,6536145.51855469,MB3,651925.256768799,382770.736843872
924,8146151.19970703,924,7318200.44287109,924,0,924,0,924,1500338.57958984,Mbagala,203653.779992676,182955.011071777
925,6186.2529296875,925,4908.6572265625,925,4349.42948818207,925,3451.177734375,925,6268.291015625,Mbeya fuel,45.9205860376358,36.4369873046875
926,4087470.09570312,926,1788357.29321289,926,3295487.75129914,926,1565658.9765625,926,1033520.26757812,Mbeya Range,19799.5586100996,5567.45791625977
927,486760.908203125,927,457144.33203125,927,0,927,0,927,105692.665527344,Mbinga Kimaji / Kimate,12169.0227050781,11428.6083007813
928,20897.283203125,928,6584.82104492188,928,0,928,0,928,13106.1435546875,Mbogo,522.432080078125,164.620526123047
929,1589098.22607422,929,1370743.69018555,929,398116.668891907,929,436225.395950317,929,382980.991699219,Mbogwe Bukombe,29774.5389295578,23362.9573558807
930,390042.517333984,930,574054.001342773,930,520705.191326141,930,781591.495361328,930,166329.168945312,Mbuga ya Goima,-3266.56684980392,-5188.43735046387
931,247104.344238281,931,475421.243164062,931,0,931,0,931,76055.97265625,Mbulia,6177.60860595703,11885.5310791016
932,145696.162109375,932,60251.732421875,932,0,932,0,932,40939.5703125,Mbwegere,3642.40405273438,1506.29331054688
933,228480.948730469,933,120722.456787109,933,0,933,0,933,63632.1997070312,Mchungu,5712.02371826172,3018.06141967773
934,2204025.05078125,934,820302.279296875,934,439317.200756073,934,165580.011291504,934,578872.498046875,Mdando,44117.6962506294,16368.0567001343
935,17486.8862304688,935,29221.88671875,935,21247.9560673237,935,35506.9140625,935,12568.7197265625,Meibae,-94.0267459213734,-157.12568359375
936,0,936,0,936,0,936,0,936,0,Melako,0,0
937,5788647.05151367,937,6483671.3605957,937,403753.367692232,937,516127.490394592,937,1186500.36181641,Meru,134622.342095536,149188.596755028
938,0,938,0,938,0,938,0,938,0,Mfulikilo,0,0
939,156432.504882812,939,48479.1206054688,939,0,939,0,939,47455.3022460938,Mfumbia,3910.81262207031,1211.97801513672
940,259657.05859375,940,93334.51953125,940,0,940,0,940,82028.7509765625,Mgambo,6491.42646484375,2333.36298828125
941,4727595.4765625,941,2180678.55419922,941,1086653.79304886,941,465394.720092773,941,1826659.86962891,Mgololo,91023.542087841,42882.0958526611
942,29928728.6450195,942,12499271.9213867,942,0,942,0,942,4083274.70654297,MH1,748218.216125488,312481.798034668
943,21386608.3295898,943,13544888.4973145,943,0,943,0,943,4918599.13208008,MH2,534665.208239746,338622.212432861
944,33556726.7995605,944,14267027.9401855,944,0,944,0,944,4912604.85620117,MH3,838918.169989014,356675.698504639
945,88669.8681640625,945,23779.3237304688,945,20807.413226366,945,5580.71466064453,945,49511.1030273438,Mhalo,1696.56137344241,454.965226745605
946,298596.380859375,946,173163.047851562,946,0,946,0,946,68979.5620117188,Mhulu,7464.90952148437,4329.07619628906
947,1744224.92138672,947,1198319.95910645,947,104878.195035458,947,74498.5722312927,947,375562.720703125,Mienze,40983.6681587815,28095.5346718788
948,91701653.0407715,948,43348629.5828857,948,0,948,0,948,19724682.7094727,Mikumi,2292541.32601929,1083715.73957214
949,23869.056640625,949,11325.2578125,949,0,949,0,949,6669.53125,Milawilila,596.726416015625,283.1314453125
950,433879.098632812,950,189832.093261719,950,0,950,0,950,205110.773925781,Milindo,10846.9774658203,4745.80233154297
951,0,951,0,951,0,951,0,951,0,Mille-Sardo,0,0
952,166304.188476562,952,141266.151123047,952,0,952,0,952,86257.0908203125,Mindu,4157.60471191406,3531.65377807617
953,106591.14453125,953,28748.8891601562,953,0,953,0,953,43105.095703125,Minja,2664.77861328125,718.722229003906
954,13053232.4272461,954,3553215.67163086,954,2739162.61239052,954,741077.694793701,954,1784040.70898438,Minziro,257851.745371389,70303.449420929
955,2151110.36132812,955,982178.092285156,955,0,955,0,955,422800.514892578,Mitundumbea,53777.7590332031,24554.4523071289
956,5368754.52563477,956,4897613.08679199,956,0,956,0,956,3214742.53833008,MK1,134218.863140869,122440.3271698
957,359296.998046875,957,222188.208007812,957,0,957,0,957,62016.126953125,Mkangala,8982.42495117188,5554.70520019531
958,0,958,0,958,0,958,0,958,0,Mkangala,0,0
959,49677.384765625,959,46070.6713867188,959,5993.36338043213,959,5558.22875976562,959,33279.5712890625,Mkewe,1092.10053462982,1012.81106567383
960,0,960,0,960,0,960,0,960,0,Mkigagi,0,0
961,16932696.8710938,961,22598909.4597168,961,0,961,0,961,4974827.53320312,Mkomazi,423317.421777344,564972.73649292
962,116727.962890625,962,46317.9282226562,962,0,962,0,962,46944.9311523438,Mkongo,2918.19907226563,1157.94820556641
963,17516.068359375,963,6122.12060546875,963,0,963,0,963,5766.75048828125,Mkoro,437.901708984375,153.053015136719
964,10001360.2312012,964,6789238.48547363,964,0,964,0,964,2867506.97729492,Mkulazi,250034.005780029,169730.962136841
965,796996.974609375,965,329320.6484375,965,0,965,0,965,228768.493652344,Mkuli Exten.,19924.9243652344,8233.0162109375
966,144554.603515625,966,105862.672851562,966,0,966,0,966,93797.9560546875,Mkundi,3613.86508789063,2646.56682128906
967,3442114.70819092,967,5118661.54321289,967,0,967,0,967,1498604.09179688,Mkungunero,86052.8677047729,127966.538580322
968,3442114.70819092,968,5118661.54321289,968,0,968,0,968,1498604.09179688,Mkungunero GR (Merged Blocks),86052.8677047729,127966.538580322
969,997781.41796875,969,437475.484619141,969,0,969,0,969,372818.860351562,Mkungwe,24944.5354492188,10936.8871154785
970,1064270.40136719,970,362563.130859375,970,0,970,0,970,481062.364257812,Mkusu,26606.7600341797,9064.07827148438
971,16379561.0463867,971,11386329.3134766,971,5479737.62470484,971,3906119.58969116,971,5170732.96606445,Mkuti,272495.585542047,187005.243094635
972,3453821.140625,972,3200492.81567383,972,157815.918266773,972,140378.635448456,972,741057.834716797,Mkweni Hill,82400.1305589557,76502.8545056343
973,11056922.7331543,973,7153031.80578613,973,0,973,0,973,3096839.40332031,ML1,276423.068328857,178825.795144653
974,1283148.06933594,974,1300047.75585938,974,0,974,0,974,419909.624511719,Mlali,32078.7017333984,32501.1938964844
975,85406774.6000977,975,35956474.8139648,975,11730085.008651,975,5691499.10173798,975,9511482.74169922,Mlele N,1841917.23978617,756624.392805672
976,53892149.4033203,976,20047549.7817383,976,7088417.11611152,976,2568513.37409973,976,5860249.71020508,Mlele S,1170093.30718022,436975.910190964
977,171255.4140625,977,50997.740234375,977,0,977,0,977,45215.2885742188,Mlinga,4281.3853515625,1274.94350585937
978,821815.555419922,978,266733.585083008,978,0,978,0,978,339380.334472656,Mlola,20545.388885498,6668.3396270752
979,29898.3134765625,979,9735.79541015625,979,0,979,0,979,10491.703125,Mlungui,747.457836914062,243.394885253906
980,24632.16015625,980,7177.5830078125,980,26528.4026622772,980,7730.13037109375,980,9536.8486328125,Mninga,-47.4060626506805,-13.8136840820312
981,337624.852539062,981,166101.687988281,981,0,981,0,981,68711.9306640625,Mohoro,8440.62131347656,4152.54219970703
982,33000.333984375,982,44943.314453125,982,0,982,0,982,16815.6711425781,Mohoro River,825.008349609375,1123.58286132813
983,0,983,0,983,0,983,0,983,0,Mombo,0,0
984,1261828.38671875,984,879637.902832031,984,432747.153156996,984,284324.734313965,984,424586.710449219,Mondo Missa,20727.0308390439,14882.8292129517
985,2492544.13427734,985,1049261.83996582,985,0,985,0,985,1100817.76171875,Monduli,62313.6033569336,26231.5459991455
986,3124030.67993164,986,1784594.07470703,986,0,986,0,986,1448259.90820312,Monduli Juu,78100.766998291,44614.8518676758
987,3124030.67993164,987,1784594.07470703,987,0,987,0,987,1448259.90820312,Monduli Juu O.A.,78100.766998291,44614.8518676758
988,42663336.1099854,988,72611825.6164551,988,5419139.54257369,988,9316491.81764221,988,10028248.777832,Moremi Game Reserve,931104.914185292,1582383.34497032
989,338927.402099609,989,592438.002716064,989,0,989,0,989,552335.458007812,Morogoro Fuel,8473.18505249023,14810.9500679016
990,0,990,0,990,0,990,0,990,0,Motikanju,0,0
991,6706.03817749023,991,2280.28813171387,991,25402.7624845505,991,8346.96502685547,991,37126.9897460938,Motorogi,-467.418107676506,-151.66692237854
992,333514867.402512,992,206899398.14978,992,97553459.0530336,992,55107830.6931047,992,58111532.2172852,Moyowosi GR (Merged Blocks),5899035.20873695,3794789.18641689
993,98524547.5546875,993,61831935.9233398,993,23632539.3514752,993,15481124.7445374,993,17301613.4516602,Moyowosi N,1872300.20508031,1158770.27947006
994,64745872.6508789,994,31692939.5693359,994,35819579.2788863,994,15861189.3391418,994,8931693.64550781,Moyowosi Njingwe 1,723157.334299815,395793.755754852
995,61364380.8730469,995,29968117.4431152,995,23287475.5420864,995,10326669.5039701,995,8212220.76464844,Moyowosi Njingwe 2,951922.633274013,491036.198478627
996,53403648.4194336,996,31138887.2568359,996,6876094.92328167,996,3239506.42170334,996,8682269.67602539,Moyowosi Njingwe 3,1163188.8374038,697484.520878315
997,55476417.9044647,997,52267517.9571533,997,7937769.957304,997,10199340.6837521,997,14983734.6794434,Moyowosi S,1188466.19867902,1051704.43183503
998,21011.564453125,998,8224.7099609375,998,0,998,0,998,10586.279296875,Mpagalalu,525.289111328125,205.617749023438
999,14035.2158203125,999,4391.38671875,999,7480.54953813553,999,2340.5400390625,999,9992.962890625,Mpala,163.866657054424,51.2711669921875
1000,82300830.9599304,1000,55880620.4561615,1000,5297416.37769341,1000,3523732.12500739,1000,13608316.6987305,Mpanda Line,1925085.36455593,1308922.20827885
1001,28640851.0322266,1001,15447481.7445068,1001,3462577.59563327,1001,1777970.91675186,1001,5326216.47265625,Mpanda North East,629456.835914832,341737.770693874
1002,16306059.1019287,1002,12659144.0712891,1002,6843603.43078971,1002,5334864.73504829,1002,10208914.0419922,Mpanga-Kipengere,236561.391778475,183106.983406019
1003,445044.428710938,1003,146824.6640625,1003,239672.554880381,1003,79554.3427734375,1003,192020.150390625,Mpara,5134.29684576392,1681.75803222656
1004,9485131.99804688,1004,9468015.32275391,1004,872017.185109854,1004,922650.418022156,1004,1917312.74072266,Mpembampazi,215327.870323426,213634.122618294
1005,689398.056152344,1005,598833.401855469,1005,53316.2476301193,1005,47596.40574646,1005,136395.462646484,Mpunze,15902.0452130556,13780.9249027252
1006,497552.297851562,1006,172540.643798828,1006,0,1006,0,1006,149723.78125,Mramba,12438.8074462891,4313.5160949707
1007,408680.451660156,1007,595525.025146484,1007,6448.87006282806,1007,9161.86418914795,1007,214829.841796875,Mrema Kingarussina,10055.7895399332,14659.0790239334
1008,20295438.4169922,1008,17306290.1809082,1008,0,1008,0,1008,5498621.20776367,MS1,507385.960424805,432657.254522705
1009,3861229.78125,1009,2877233.37890625,1009,0,1009,0,1009,617510.943847656,Msanjesi GR (Merged Blocks),96530.74453125,71930.8344726562
1010,10278289.9121094,1010,6155911.74267578,1010,0,1010,0,1010,1761623.78833008,Msanjesi-Kipitimbi-Lionja,256957.247802734,153897.793566895
1011,209972.498046875,1011,83914.1015625,1011,0,1011,0,1011,42240.466796875,Mselezi,5249.31245117188,2097.8525390625
1012,62411824.7358398,1012,34987902.2363281,1012,6163402.44026184,1012,3949480.54568672,1012,7919681.75537109,Msima E,1406210.55738945,775960.542266035
1013,1327604.49902344,1013,718976.158447266,1013,65146.3896334171,1013,37550.1413230896,1013,229712.529541016,Msima GCA,31561.4527347505,17035.6504281044
1014,84217743.503418,1014,39263521.5942383,1014,5331210.70022583,1014,2530475.57055283,1014,8647811.82592773,Msima W,1972163.3200798,918326.150592136
1015,13974.9267578125,1015,6352.2392578125,1015,0,1015,0,1015,5603.6435546875,Msingeho Hill,349.373168945312,158.805981445313
1016,17443.515625,1016,5826.56860351562,1016,0,1016,0,1016,13365.7358398438,Msitu Mkuu,436.087890625,145.664215087891
1017,41818371.2663574,1017,28014601.923584,1017,43417496.278137,1017,29431882.5454102,1017,8322098.86962891,Msoro,-39978.1252944887,-35432.0155456543
1018,11424023.1079102,1018,12567311.8922119,1018,2329802.63633132,1018,2859594.24904633,1018,3318067.27905273,Msuluguda,227355.511789471,242692.94107914
1019,692627.315429688,1019,357292.308105469,1019,0,1019,0,1019,184338.246826172,Msumbugwe,17315.6828857422,8932.30770263672
1020,290378.099609375,1020,96616.3681640625,1020,144056.138581038,1020,47884.9182128906,1020,130362.5390625,Mswima,3658.04902570844,1218.2862487793
